Season,Name,Column,Status
9,Nick R.,1,the contestant was eliminated
9,Brian,0,none
9,Micah,0,none
9,Nick M.,0,none
9,Dan,0,none
9,Ben,0,none
9,Jonathan,1,the contestant was eliminated outside the rose ceremony
10,Marcus,0,none
10,Nick V.,1,the contestant received a first impression rose
10,Eric,2,the contestant received a rose during the date
10,Nick V.,3,the contestant received a rose during the date
10,Dylan,4,the contestant received a rose during the date
10,Josh M.,5,the contestant received a rose during the date
10,Nick V.,6,the contestant received a rose during the date
10,Nick V.,7,the contestant received a rose during the date
10,Josh M.,8,none
10,Nick V.,9,none
10,Josh M.,10,the contestant won the competition
10,Chris,0,none
10,J.J.,1,none
10,Marcus,2,the contestant received a rose during the date
10,Josh M.,3,the contestant received a rose during the date
10,Brian,4,the contestant received a rose during the date
10,J.J.,5,the contestant received a rose during the date
10,Chris,6,the contestant received a rose during the date
10,Josh M.,7,none
10,Chris,8,none
10,Josh M.,9,none
10,Nick V.,10,the contestant was eliminated outside the rose ceremony
10,J.J.,0,none
10,Eric,1,none
10,Chris,2,the contestant received a rose during the date
10,J.J.,3,the contestant received a rose during the date
10,Marcus,4,the contestant received a rose during the date
10,Brian,5,the contestant received a rose during the date
10,Dylan,6,none
10,Marcus,7,none
10,Nick V.,8,none
10,Chris,9,the contestant was eliminated during the date
10,Marquel,0,none
10,Marquel,1,none
10,Ron,2,none
10,Marcus,3,none
10,Nick V.,4,none
10,Marcus,5,none
10,Brian,6,none
10,Chris,7,none
10,Marcus,8,the contestant was eliminated
10,Tasos,0,none
10,Craig,1,none
10,Dylan,2,none
10,Brian,3,none
10,J.J.,4,none
10,Nick V.,5,none
10,Marcus,6,none
10,Brian,7,the contestant was eliminated
10,Dylan,7,the contestant was eliminated
10,Cody,0,none
10,Tasos,1,none
10,J.J.,2,none
10,Marquel,3,none
10,Josh M.,4,none
10,Chris,5,none
10,Josh M.,6,none
10,Steven,0,none
10,Josh M.,1,none
10,Marquel,2,none
10,Tasos,3,none
10,Cody,4,none
10,Dylan,5,none
10,J.J.,6,the contestant was eliminated
10,Rudie,0,none
10,Brian,1,none
10,Andrew,2,none
10,Cody,3,none
10,Chris,4,none
10,Cody,5,none
10,Cody,6,the contestant was eliminated during the date
10,Carl,0,none
10,Bradley,1,none
10,Tasos,2,none
10,Patrick,3,none
10,Andrew,4,none
10,Andrew,5,the contestant was eliminated
10,Marquel,5,the contestant was eliminated
10,Patrick,5,the contestant was eliminated
10,Jason,0,none
10,Marcus,1,none
10,Josh M.,2,none
10,Chris,3,none
10,Patrick,4,none
10,Nick V.,0,none
10,Andrew,1,none
10,Cody,2,none
10,Eric,3,none
10,Marquel,4,none
10,Dylan,0,none
10,Ron,1,none
10,Nick V.,2,none
10,Dylan,3,none
10,Tasos,4,the contestant was eliminated
10,Patrick,0,none
10,Carl,1,none
10,Patrick,2,none
10,Andrew,3,none
10,Eric,4,the contestant was eliminated outside the rose ceremony
10,Emil,0,none
10,Chris,1,none
10,Brian,2,none
10,Bradley,3,the contestant was eliminated
10,Brett,3,the contestant was eliminated
10,Brett,0,none
10,Dylan,1,none
10,Brett,2,none
10,Craig,0,none
10,Brett,1,none
10,Bradley,2,none
10,Ron,3,the contestant quit the competition
10,Ron,0,none
10,Patrick,1,none
10,Carl,2,the contestant was eliminated
10,Craig,2,the contestant was eliminated
10,Nick S.,2,the contestant was eliminated
10,Bradley,0,none
10,Cody,1,none
10,Josh B.,0,none
10,Nick S.,1,none
10,Nick S.,0,none
10,Emil,1,the contestant was eliminated
10,Jason,1,the contestant was eliminated
10,Josh B.,1,the contestant was eliminated
10,Mike,1,the contestant was eliminated
10,Rudie,1,the contestant was eliminated
10,Steven,1,the contestant was eliminated
10,Brian,0,none
10,Andrew,0,none
10,Mike,0,none
10,Eric,0,none
10,Josh M.,0,none
11,Ben H.,0,none
11,Shawn B.,1,the contestant received the first impression rose
11,Ben Z.,2,the contestant received a rose during a date
11,Shawn B.,3,the contestant received a rose during a date
11,Justin,4,the contestant received a rose during a date
11,Ben H.,5,the contestant received a rose during a date
11,Nick,6,the contestant received a rose during a date
11,Shawn B.,7,none
11,Nick,8,none
11,Shawn B.,9,the contestant won the competition
11,Jonathan,0,none
11,Chris,1,none
11,Clint,2,the contestant received a rose during a date
11,Ben Z.,3,the contestant received a rose during a date
11,Jared,4,the contestant received a rose during a date
11,Nick,5,the contestant received a rose during a date
11,Jared,6,the contestant received a rose during a date
11,Ben H.,7,none
11,Shawn B.,8,none
11,Nick,9,the contestant was eliminated
11,Clint,0,none
11,Ben H.,1,none
11,J.J.,2,the contestant received a rose during a date
11,Ben H.,3,the contestant received a rose during a date
11,Chris,4,the contestant received a rose during a date
11,Shawn B.,5,the contestant received a rose during a date
11,Joe,6,the contestant received a rose during a date
11,Nick,7,none
11,Ben H.,8,the contestant was eliminated
11,Ryan B.,0,none
11,J.J.,1,none
11,Jared,2,none
11,N,3,none
11,Ben H.,4,none
11,Jared,5,none
11,Ben H.,6,none
11,Jared,7,the contestant was eliminated
11,Jared,0,none
11,Joe,1,none
11,Ben H.,2,none
11,Ben Z.,3,none
11,Chris,4,none
11,Chris,5,none
11,Joe,6,the contestant was eliminated during a date
11,Kupah,0,none
11,Kupah,1,none
11,Shawn B.,2,none
11,Shawn B.,3,none
11,J.J.,4,none
11,Shawn B.,5,none
11,Chris,6,the contestant was eliminated during a date
11,Brady,0,none
11,Daniel,1,none
11,Jonathan,2,none
11,Tanner,3,none
11,Joe,4,none
11,Ben Z.,5,the contestant was eliminated
11,Tanner,5,the contestant was eliminated
11,Cory,0,none
11,Ryan B.,1,none
11,Tanner,2,none
11,Joe,3,none
11,Ben Z.,4,none
11,Ian,0,none
11,Joshua,1,none
11,Chris,2,none
11,Ian,3,none
11,Tanner,4,none
11,J.J.,5,the contestant was eliminated during a date
11,J.J.,0,none
11,Tony,1,none
11,Ryan B.,2,none
11,J.J.,3,none
11,Joshua,4,the contestant was eliminated
11,Justin,4,the contestant was eliminated
11,Ryan M.,0,none
11,Clint,1,none
11,Justin,2,none
11,Joshua,3,none
11,Bradley,0,none
11,Corey,1,none
11,Ian,2,none
11,Nick,3,none
11,Ian,4,the contestant quit the competition
11,Daniel,0,none
11,Jonathan,1,none
11,Joshua,2,none
11,Corey,3,the contestant was eliminated
11,Jonathan,3,the contestant was eliminated
11,Ryan B.,3,the contestant was eliminated
11,Josh,0,none
11,Cory,1,none
11,Joe,2,none
11,Joe,0,none
11,Ben Z.,1,none
11,Corey,2,none
11,Clint,3,the contestant was eliminated outside the rose ceremony
11,Justin,0,none
11,Tanner,1,none
11,Tony,2,none
11,Tony,3,the contestant quit the competition
11,Tanner,0,none
11,Ian,1,none
11,Cory,2,the contestant was eliminated
11,Daniel,2,the contestant was eliminated
11,Shawn B.,0,none
11,Justin,1,none
11,David,0,none
11,Jared,1,none
11,Kupah,2,the contestant was eliminated outside the rose ceremony
11,Corey,0,none
11,Bradley,1,the contestant was eliminated
11,David,1,the contestant was eliminated
11,Josh,1,the contestant was eliminated
11,Shawn E.,1,the contestant was eliminated
11,Tony,0,none
11,Shawn E.,0,none
11,Chris,0,none
11,Joshua,0,none
11,Brady,1,the contestant quit the competition
11,Ben Z.,0,none
11,Ryan M.,1,the contestant was eliminated outside the rose ceremony
11,Nick,0,none
12,Jordan,0,none
12,Jordan,1,the contestant received a first impression rose
12,Wells,2,the contestant received a rose during a date
12,Chase,3,the contestant received a rose during a date
12,Luke,4,the contestant received a rose during a date
12,Jordan,5,the contestant received a rose during a date
12,Luke,6,the contestant received a rose during a date
12,Robby,7,the contestant received a rose during a date
12,Jordan,8,none
12,Jordan,9,none
12,Jordan,10,the contestant won the competition
12,Derek,0,none
12,Luke,1,none
12,Derek,2,the contestant received a rose during a date
12,Evan,3,the contestant received a rose during a date
12,Jordan,4,the contestant received a rose during a date
12,Derek,5,the contestant received a rose during a date
12,Chase,6,the contestant received a rose during a date
12,Luke,7,none
12,Robby,8,none
12,Robby,9,none
12,Robby,10,the contestant was eliminated
12,Grant,0,none
12,Wells,1,none
12,James T.,2,the contestant received a rose during a date
12,James T.,3,the contestant received a rose during a date
12,Alex,4,the contestant received a rose during a date
12,Robby,5,the contestant received a rose during a date
12,Robby,6,none
12,Jordan,7,none
12,Chase,8,none
12,Chase,9,the contestant was eliminated during a date
12,James T.,0,none
12,James T.,1,none
12,Alex,2,none
12,Grant,3,none
12,Derek,4,none
12,Luke,5,none
12,Jordan,6,none
12,Chase,7,none
12,Luke,8,the contestant was eliminated
12,Robby,0,none
12,Grant,1,none
12,Christian,2,none
12,Derek,3,none
12,Robby,4,none
12,Chase,5,none
12,James T.,6,the contestant was part of non-elimination bottom two
12,Alex,6,the contestant was part of non-elimination bottom two
12,James T.,7,the contestant was eliminated
12,Alex,0,none
12,Derek,1,none
12,Robby,2,none
12,Jordan,3,none
12,Chase,4,none
12,Alex,5,none
12,Alex,6,the contestant was eliminated during a date
12,Will,0,none
12,Christian,1,none
12,Luke,2,none
12,Luke,3,none
12,Wells,4,none
12,James T.,5,none
12,Derek,6,the contestant was eliminated during a date
12,Chad,0,none
12,Chad,1,none
12,Chase,2,none
12,Robby,3,none
12,Grant,4,none
12,Wells,5,none
12,Wells,6,the contestant was eliminated during a date
12,Daniel,0,none
12,Chase,1,none
12,Jordan,2,none
12,Wells,3,none
12,Vinny,4,none
12,Evan,5,the contestant was eliminated
12,Grant,5,the contestant was eliminated
12,Vinny,5,the contestant was eliminated
12,Ali,0,none
12,Alex,1,none
12,Grant,2,none
12,James F.,3,none
12,James T.,4,none
12,James T.,0,none
12,Robby,1,none
12,Ali,2,none
12,Vinny,3,none
12,Evan,4,none
12,Jonathan,0,none
12,Brandon,1,none
12,Daniel,2,none
12,Daniel,3,none
12,Daniel,4,the contestant was eliminated
12,James F.,4,the contestant was eliminated
12,Nick B.,0,none
12,James F.,1,none
12,James F.,2,none
12,Alex,3,none
12,Chase,0,none
12,Ali,1,none
12,Nick B.,2,none
12,Chad,3,none
12,Chad,4,the contestant was eliminated during a date
12,Jake,0,none
12,Nick B.,1,none
12,Vinny,2,none
12,Ali,3,the contestant was eliminated
12,Christian,3,the contestant was eliminated
12,Nick B.,3,the contestant was eliminated
12,Sal,0,none
12,Will,1,none
12,Evan,2,none
12,Colin,0,none
12,James S.,1,none
12,Chad,2,none
12,Brandon,0,none
12,Vinny,1,none
12,Brandon,2,the contestant was eliminated
12,James S.,2,the contestant was eliminated
12,Will,2,the contestant was eliminated
12,James S.,0,none
12,Evan,1,none
12,Nick S.,0,none
12,Daniel,1,none
12,Vinny,0,none
12,Coley,1,the contestant was eliminated
12,Jake,1,the contestant was eliminated
12,Jonathan,1,the contestant was eliminated
12,Nick S.,1,the contestant was eliminated
12,Peter,1,the contestant was eliminated
12,Sal,1,the contestant was eliminated
12,Peter,0,none
12,Evan,0,none
12,Wells,0,none
12,Christian,0,none
12,Luke,0,none
13,Peter,0,none
13,Bryan,1,the contestant received the first impression rose
13,Dean,2,the contestant received a rose during a date
13,Alex,3,the contestant received a rose during a date
13,Dean,4,the contestant received a rose during a date
13,Bryan,5,the contestant received a rose during a date
13,Eric,6,the contestant received a rose during a date
13,Bryan,7,the contestant received a rose during a date
13,Bryan,8,none
13,Bryan,9,none
13,Bryan,10,the contestant won the competition
13,Josiah,0,none
13,Peter,1,none
13,Peter,2,the contestant received a rose during a date
13,Anthony,3,the contestant received a rose during a date
13,Bryan,4,the contestant received a rose during a date
13,Will,5,the contestant received a rose during a date
13,Peter,6,the contestant received a rose during a date
13,Dean,7,the contestant received a rose during a date
13,Eric,8,none
13,Peter,9,none
13,Peter,10,the contestant was eliminated during a date
13,Bryan,0,none
13,Will,1,none
13,Josiah,2,the contestant received a rose during a date
13,Eric,3,the contestant received a rose during a date
13,Eric,4,none
13,Kenny,5,the contestant received a rose during a date
13,Bryan,6,none
13,Peter,7,the contestant received a rose during a date
13,Peter,8,none
13,Eric,9,the contestant was eliminated
13,Kenny,0,none
13,Jack,1,none
13,Bryan,2,none
13,Will,3,none
13,Peter,4,none
13,Dean,5,none
13,Matt,6,none
13,Eric,7,the contestant received a rose during a date
13,Dean,8,the contestant was eliminated
13,Rob,0,none
13,Jamey,1,none
13,Bryce,2,none
13,Dean,3,none
13,Adam,4,none
13,Eric,5,none
13,Dean,6,none
13,Adam,7,the contestant was eliminated outside the rose ceremony
13,Iggy,0,none
13,Iggy,1,none
13,Eric,2,none
13,Jonathan,3,none
13,Will,4,none
13,Peter,5,none
13,Adam,6,none
13,Matt,7,the contestant was eliminated during a date
13,Bryce,0,none
13,Eric,1,none
13,Anthony,2,none
13,Peter,3,none
13,Matt,4,none
13,Alex,5,none
13,Alex,6,the contestant was eliminated
13,Will,0,none
13,DeMario,1,none
13,Will,2,none
13,Adam,3,none
13,Alex,4,none
13,Adam,5,none
13,Will,6,the contestant was eliminated during a date
13,Diggy,0,none
13,Jonathan,1,none
13,Jonathan,2,none
13,Bryan,3,none
13,Josiah,4,none
13,Matt,5,none
13,Kenny,6,the contestant was eliminated during a date
13,Kyle,0,none
13,Bryce,1,none
13,Jack,2,none
13,Matt,3,none
13,Anthony,4,none
13,Anthony,5,the contestant was eliminated
13,Josiah,5,the contestant was eliminated
13,Blake K.,0,none
13,Alex,1,none
13,Matt,2,none
13,Josiah,3,none
13,Kenny,4,none
13,Brady,0,none
13,Kenny,1,none
13,Alex,2,none
13,Jack,3,none
13,Lee,4,none
13,Lee,5,the contestant was eliminated during a date
13,Dean,0,none
13,Dean,1,none
13,Adam,2,none
13,Iggy,3,none
13,Iggy,4,the contestant was eliminated
13,Jonathan,4,the contestant was eliminated
13,Eric,0,none
13,Matt,1,none
13,Kenny,2,none
13,Kenny,3,none
13,DeMario,0,none
13,Anthony,1,none
13,Brady,2,none
13,Lee,3,none
13,Jack,4,the contestant was eliminated during a date
13,Blake E.,0,none
13,Brady,1,none
13,Lee,2,none
13,Brady,3,the contestant was eliminated
13,Bryce,3,the contestant was eliminated
13,Diggy,3,the contestant was eliminated
13,Fred,0,none
13,Josiah,1,none
13,Iggy,2,none
13,Jonathan,0,none
13,Lee,1,none
13,Fred,2,none
13,Lee,0,none
13,Diggy,1,none
13,Diggy,2,none
13,Fred,3,the contestant was eliminated during a date
13,Alex,0,none
13,Fred,1,none
13,Blake E.,2,the contestant was eliminated
13,Jamey,2,the contestant was eliminated
13,Lucas,2,the contestant was eliminated
13,Milton,0,none
13,Adam,1,none
13,Adam,0,none
13,Blake E.,1,none
13,Matt,0,none
13,Lucas,1,none
13,DeMario,2,the contestant was eliminated during a date
13,Grant,0,none
13,Blake K.,1,the contestant was eliminated
13,Grant,1,the contestant was eliminated
13,Jedidiah,1,the contestant was eliminated
13,Kyle,1,the contestant was eliminated
13,Michael,1,the contestant was eliminated
13,Milton,1,the contestant was eliminated
13,Mohit,1,the contestant was eliminated
13,Rob,1,the contestant was eliminated
13,Anthony,0,none
13,Jamey,0,none
13,Jack,0,none
13,Mohit,0,none
13,Jedidiah,0,none
13,Michael,0,none
13,Lucas,0,none
14,Colton,0,none
14,Garrett,1,the contestant received a first impression rose
14,Jean Blanc,2,the contestant received a rose during a date
14,Colton,3,the contestant received a rose during a date
14,Garrett,4,the contestant received a rose during a date
14,Colton,5,the contestant received a rose during a date
14,Jason,6,the contestant received a rose during a date
14,Colton,7,the contestant received a rose during a date
14,Blake,8,none
14,Garrett,9,none
14,Garrett,10,the contestant won the competition
14,Grant,0,none
14,Lincoln,1,none
14,Blake,2,the contestant received a rose during a date
14,Chris,3,the contestant received a rose during a date
14,Wills,4,the contestant received a rose during a date
14,Blake,5,the contestant received a rose during a date
14,Colton,6,the contestant received a rose during a date
14,Garrett,7,the contestant received a rose during a date
14,Jason,8,none
14,Blake,9,none
14,Blake,10,the contestant was eliminated
14,Clay,0,none
14,Blake,1,none
14,Wills,2,the contestant received a rose during a date
14,David,3,the contestant received a rose during the cocktail party
14,Leo,4,none
14,Garrett,5,none
14,Leo,6,the contestant received a rose during a date
14,Blake,7,the contestant received a rose during a date
14,Garrett,8,none
14,Jason,9,the contestant was eliminated during a date
14,Jean Blanc,0,none
14,Rickey,1,none
14,Chris,2,none
14,Jason,3,none
14,Colton,4,none
14,Jason,5,none
14,Garrett,6,none
14,Jason,7,the contestant received a rose during a date
14,Colton,8,the contestant was eliminated
14,Connor,0,none
14,Jean Blanc,1,none
14,Jason,2,none
14,Wills,3,none
14,Blake,4,none
14,Wills,5,none
14,Blake,6,none
14,Wills,7,the contestant was eliminated during a date
14,Joe,0,none
14,Christon,1,none
14,John,2,none
14,Nick,3,none
14,Jason,4,none
14,Lincoln,5,none
14,Wills,6,none
14,Leo,7,the contestant was eliminated during a date
14,John,0,none
14,Clay,1,none
14,Clay,2,none
14,Christon,3,none
14,Connor,4,none
14,Leo,5,none
14,Connor,6,the contestant was eliminated
14,Lincoln,6,the contestant was eliminated
14,Leo,0,none
14,Wills,1,none
14,Mike,2,none
14,Lincoln,3,none
14,Lincoln,4,none
14,Connor,5,none
14,Jordan,0,none
14,Connor,1,none
14,Connor,2,none
14,Blake,3,none
14,John,4,none
14,Chris,5,none
14,Chris,6,the contestant was eliminated outside the rose ceremony
14,Rickey,0,none
14,Jason,1,none
14,Leo,2,none
14,Garrett,3,none
14,Chris,4,none
14,John,5,the contestant was eliminated
14,Alex,0,none
14,John,1,none
14,David,2,none
14,Leo,3,none
14,David,4,none
14,Jordan,5,the contestant was eliminated during a date
14,Nick,0,none
14,Ryan,1,none
14,Garrett,2,none
14,John,3,none
14,Jordan,4,none
14,David,5,the contestant was eliminated during a date
14,Mike,0,none
14,Alex,1,none
14,Nick,2,none
14,Connor,3,none
14,Christon,4,the contestant was eliminated
14,Nick,4,the contestant was eliminated
14,Garrett,0,none
14,Nick,1,none
14,Ryan,2,none
14,Jordan,3,none
14,Blake,0,none
14,Trent,1,none
14,Christon,2,none
14,Jean Blanc,3,none
14,Jean Blanc,4,the contestant was eliminated during a date
14,Lincoln,0,none
14,Colton,1,none
14,Jordan,2,none
14,Mike,3,the contestant was eliminated
14,Ryan,3,the contestant was eliminated
14,Chase,0,none
14,David,1,none
14,Lincoln,2,none
14,Darius,0,none
14,Jordan,1,none
14,Colton,2,none
14,Clay,3,the contestant quit the competition
14,Ryan,0,none
14,Leo,1,none
14,Alex,2,the contestant was eliminated
14,Rickey,2,the contestant was eliminated
14,Trent,2,the contestant was eliminated
14,Christon,0,none
14,Mike,1,none
14,Wills,0,none
14,Chris,1,none
14,Jason,0,none
14,Chase,1,the contestant was eliminated
14,Christian,1,the contestant was eliminated
14,Darius,1,the contestant was eliminated
14,Grant,1,the contestant was eliminated
14,Joe,1,the contestant was eliminated
14,Kamil,1,the contestant was eliminated
14,Kamil,0,none
14,Jake,0,none
14,Trent,0,none
14,Christian,0,none
14,David,0,none
14,Chris,0,none
14,Jake,1,the contestant was eliminated outside the rose ceremony
15,Garrett,0,none
15,Cam,1,none
15,Jed,2,the contestant received a rose during the date
15,Mike,3,the contestant received a rose during the date
15,Jed,4,the contestant received a rose during the date
15,Mike,5,the contestant received a rose during the date
15,Garrett,6,the contestant received a rose during the date
15,Jed,7,the contestant received a rose during the date
15,Peter,8,none
15,Jed,9,none
15,Jed,10,the contestant won the competition
15,Mike,0,none
15,Luke P.,1,none
15,Tyler G.,2,the contestant received a rose during the date
15,Connor S.,3,the contestant received a rose during the date
15,Garrett,4,the contestant received a rose during the date
15,Jed,5,the contestant received a rose during the date
15,Tyler C.,6,the contestant received a rose during the date
15,Tyler C.,7,the contestant received a rose during the date
15,Tyler C.,8,none
15,Tyler C.,9,none
15,Tyler C.,10,the contestant was eliminated
15,Jed,0,none
15,Mike,1,none
15,Dustin,2,the contestant received a rose during the date
15,Peter,3,the contestant received a rose during the date
15,Tyler C.,4,the contestant received a rose during the date
15,Connor S.,5,none
15,Peter,6,the contestant received a rose during the date
15,Peter,7,the contestant received a rose during the date
15,Luke P.,8,none
15,Peter,9,the contestant was eliminated
15,Tyler C.,0,none
15,Connor S.,1,none
15,Tyler C.,2,none
15,Jed,3,none
15,Peter,4,none
15,Tyler C.,5,none
15,Jed,6,none
15,Luke P.,7,the contestant received a rose during the date
15,Jed,8,none
15,Luke P.,9,the contestant was eliminated during the date
15,Dylan,0,none
15,Matthew,1,none
15,Garrett,2,none
15,Tyler C.,3,none
15,Connor S.,4,none
15,Dustin,5,none
15,Mike,6,none
15,Garrett,7,the contestant was eliminated during the date
15,Connor S.,0,none
15,Connor J.,1,none
15,Devin,2,none
15,Dustin,3,none
15,Dylan,4,none
15,Peter,5,none
15,Connor S.,6,none
15,Mike,7,the contestant was eliminated during the date
15,Devin,0,none
15,Jed,1,none
15,Connor S.,2,none
15,Dylan,3,none
15,Dustin,4,none
15,Dylan,5,none
15,Luke P.,6,none
15,Connor S.,7,the contestant was eliminated outside the rose ceremony
15,John Paul Jones,0,none
15,Dustin,1,none
15,Luke P.,2,none
15,Grant,3,none
15,Mike,4,none
15,Garrett,5,none
15,Dustin,6,the contestant was eliminated
15,Dylan,6,the contestant was eliminated
15,Brian,0,none
15,Joey,1,none
15,Dylan,2,none
15,Luke P.,3,none
15,Kevin,4,none
15,Luke P.,5,none
15,Scott,0,none
15,Devin,1,none
15,Luke S.,2,none
15,Garrett,3,none
15,Devin,4,none
15,Devin,5,the contestant was eliminated
15,Grant,5,the contestant was eliminated
15,Kevin,5,the contestant was eliminated
15,Matteo,0,none
15,Peter,1,none
15,Mike,2,none
15,John Paul Jones,3,none
15,Grant,4,none
15,Daron,0,none
15,Dylan,1,none
15,Peter,2,none
15,Matteo,3,none
15,Luke P.,4,none
15,Tyler G.,0,none
15,Matteo,1,none
15,Kevin,2,none
15,Devin,3,none
15,John Paul Jones,4,the contestant was eliminated
15,Matteo,4,the contestant was eliminated
15,Thomas,0,none
15,Jonathan,1,none
15,Jonathan,2,none
15,Luke S.,3,none
15,Matthew,0,none
15,Tyler C.,1,none
15,Joey,2,none
15,Kevin,3,none
15,Luke S.,4,the contestant quit the competition
15,Joe,0,none
15,Tyler G.,1,none
15,Matteo,2,none
15,Cam,3,the contestant was eliminated
15,Joey,3,the contestant was eliminated
15,Jonathan,3,the contestant was eliminated
15,Joey,0,none
15,Daron,1,none
15,John Paul Jones,2,none
15,Connor J.,0,none
15,Luke S.,1,none
15,Grant,2,none
15,Ryan,0,none
15,Garrett,1,none
15,Cam,2,none
15,Tyler G.,3,the contestant disqualified from the competition
15,Hunter,0,none
15,Grant,1,none
15,Connor J.,2,the contestant was eliminated
15,Daron,2,the contestant was eliminated
15,Matthew,2,the contestant was eliminated
15,Grant,0,none
15,Kevin,1,none
15,Jonathan,0,none
15,John Paul Jones,1,none
15,Kevin,0,none
15,Brian,1,the contestant was eliminated
15,Chasen,1,the contestant was eliminated
15,Hunter,1,the contestant was eliminated
15,Joe,1,the contestant was eliminated
15,Matt,1,the contestant was eliminated
15,Ryan,1,the contestant was eliminated
15,Thomas,1,the contestant was eliminated
15,Luke P.,0,none
15,Luke S.,0,none
15,Dustin,0,none
15,Cam C.,0,none
15,Matt,0,none
15,Chasen,0,none
15,Peter,0,none
15,Scott,1,the contestant was eliminated outside the rose ceremony
16,Ben,0,none
16,Dale,1,the contestant received the first impression rose
16,Riley,2,the contestant received a rose during the date
16,Dale,3,the contestant won the competition
16,Riley,0,none
16,Blake,1,none
16,Jason,2,the contestant received a rose during the date
16,Ben,3,the contestant was eliminated outside the rose ceremony
16,Bennett,3,the contestant was eliminated outside the rose ceremony
16,Blake (ON),3,the contestant was eliminated outside the rose ceremony
16,Brendan,3,the contestant was eliminated outside the rose ceremony
16,Chasen,3,the contestant was eliminated outside the rose ceremony
16,Demar,3,the contestant was eliminated outside the rose ceremony
16,Eazy,3,the contestant was eliminated outside the rose ceremony
16,Ed,3,the contestant was eliminated outside the rose ceremony
16,Ivan,3,the contestant was eliminated outside the rose ceremony
16,Jason,3,the contestant was eliminated outside the rose ceremony
16,Jay,3,the contestant was eliminated outside the rose ceremony
16,Joe,3,the contestant was eliminated outside the rose ceremony
16,Jordan C.,3,the contestant was eliminated outside the rose ceremony
16,Kenny,3,the contestant was eliminated outside the rose ceremony
16,Riley,3,the contestant was eliminated outside the rose ceremony
16,Zac C.,3,the contestant was eliminated outside the rose ceremony
16,Zac C.,0,none
16,Eazy,1,none
16,Chasen,2,the contestant received a rose during the date
16,Jordan M.,0,none
16,Ben,1,none
16,Blake,2,the contestant received a rose during the cocktail party
16,Jason,0,none
16,Riley,1,none
16,Dale,2,none
16,Ivan,0,none
16,Zach J.,1,none
16,Zac C.,2,none
16,Kenny,0,none
16,Tyler S.,1,none
16,Demar,2,none
16,Brendan,0,none
16,Joe,1,none
16,Brendan,2,none
16,Mike,0,none
16,Jason,1,none
16,Jordan C.,2,none
16,Jeremy,0,none
16,Demar,1,none
16,Joe,2,none
16,Blake,0,none
16,Chasen,1,none
16,Jay,2,none
16,Tyler C.,0,none
16,Jordan C.,1,none
16,Bennett,2,none
16,Bennett,0,none
16,Blake,1,none
16,Eazy,2,none
16,Blake,0,none
16,Kenny,1,none
16,Ben,2,none
16,Chris,0,none
16,Brendan,1,none
16,Ed,2,none
16,AJ,0,none
16,Garin,1,none
16,Ivan,2,none
16,Joe,0,none
16,Ed,1,none
16,Kenny,2,none
16,Garin,0,none
16,Bennett,1,none
16,Zach J.,2,none
16,Zach J.,3,the contestant was eliminated during the date
16,Robby,0,none
16,Zac C.,1,none
16,Blake,2,the contestant was eliminated
16,Garin,2,the contestant was eliminated
16,Tyler S.,2,the contestant was eliminated
16,Eazy,0,none
16,Jay,1,none
16,Jay,0,none
16,Brandon,1,none
16,Chasen,0,none
16,Ivan,1,none
16,Yosef,2,the contestant was eliminated outside the rose ceremony
16,Demar,0,none
16,Yosef,1,none
16,Brandon,2,the contestant was eliminated during the date
16,Ed,0,none
16,AJ,1,the contestant was eliminated
16,Chris,1,the contestant was eliminated
16,Jeremy,1,the contestant was eliminated
16,Jordan M.,1,the contestant was eliminated
16,Mike,1,the contestant was eliminated
16,Page,1,the contestant was eliminated
16,Robby,1,the contestant was eliminated
16,Tyler C.,1,the contestant was eliminated
16,Yosef,0,none
16,Jordan C.,0,none
16,Zach J.,0,none
16,Brandon,0,none
16,Dale,0,none
16,Page,0,none
16,Tyler S.,0,none
16.5,Ben,0,none
16.5,Spencer,1,the contestant received the first impression rose
16.5,Eazy,2,the contestant received a rose during the date
16.5,Noah,3,the contestant received a rose during the date
16.5,Zac C.,4,the contestant received a rose during the date
16.5,Ben,5,the contestant received a rose during the date
16.5,Ivan,6,none
16.5,Zac C.,7,none
16.5,Zac C.,8,the contestant won the competition
16.5,Bennett,0,none
16.5,Ben,1,none
16.5,Bennett,1,none
16.5,Blake (ON),1,none
16.5,Brendan,1,none
16.5,Chasen,1,none
16.5,Demar,1,none
16.5,Eazy,1,none
16.5,Ed,1,none
16.5,Ivan,1,none
16.5,Jason,1,none
16.5,Jay,1,none
16.5,Joe,1,none
16.5,Jordan C.,1,none
16.5,Kenny,1,none
16.5,Montel,1,none
16.5,Noah,1,none
16.5,Peter,1,none
16.5,Riley,1,none
16.5,Zac C.,1,none
16.5,Brendan,2,the contestant received a rose during the date
16.5,Ivan,3,the contestant received a rose during the date
16.5,Ben,4,the contestant received a rose during the date
16.5,Zac C.,5,none
16.5,Zac C.,6,none
16.5,Ben,7,none
16.5,Ben,8,the contestant was eliminated during the date
16.5,Blake,0,none
16.5,Ivan,1,the contestant received a rose during the date
16.5,Zac C.,2,the contestant received a rose during the date
16.5,Brendan,3,none
16.5,Ivan,4,none
16.5,Brendan,5,none
16.5,Ivan,6,the contestant was eliminated outside the rose ceremony
16.5,Brendan,0,none
16.5,Zac C.,1,none
16.5,Ben,2,none
16.5,Riley,3,none
